file	variable_name	shape	example_values	possible_role
/lustre07/scratch/alexrees/raw_original/Control/SUBC49_Session2_2025March21/SUBC49_Session2-2025March21_MATLAB/2-Grating/Results/runs_random.mat	scan.runs.vbl	12717x3	dtype=float64; min=0; max=324044.263; examples=[323833.434878, 0.0, 1.0, 323833.451624, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC49_Session2_2025March21/SUBC49_Session2-2025March21_MATLAB/2-Grating/Results/runs_random.mat	screenProperties.ifi	scalar	dtype=float64; min=0.016564092; max=0.016564092; examples=[0.016564091999316587]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC49_Session2_2025March21/SUBC49_Session2-2025March21_MATLAB/2-Grating/Results/runs_random.mat	start_ask	scalar	dtype=<U1; example=1	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC49_Session2_2025March21/SUBC49_Session2-2025March21_MATLAB/2-Grating/Results/runs_random.mat	start_ask_yes_no	scalar	dtype=<U1; example=1	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC49_Session2_2025March21/SUBC49_Session2-2025March21_MATLAB/2-Grating/Results/runs_random.mat	stimRunIndices	12x3	dtype=uint8; min=1; max=12; examples=[1, 12, 12, 2, 11]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC49_Session2_2025March21/SUBC49_Session2-2025March21_MATLAB/2-Grating/Results/runs_random.mat	timeProperties.t	scalar	dtype=float64; min=210.827891; max=210.827891; examples=[210.82789120002417]	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC49_Session2_2025March21/SUBC49_Session2-2025March21_MATLAB/2-Grating/Results/runs_random.mat	timeProperties.framecount	scalar	dtype=int64; min=12729; max=12729; examples=[12729]	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC49_Session2_2025March21/SUBC49_Session2-2025March21_MATLAB/2-Grating/Results/runs_random.mat	trigger	scalar	dtype=int64; min=1; max=1; examples=[1]	keyword-matched metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC49_Session2_2025March21/SUBC49_Session2-2025March21_MATLAB/2-Grating/Results/runs_random.mat	vbl	12717x3	dtype=float64; min=0; max=324044.263; examples=[323833.434878, 0.0, 1.0, 323833.451624, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC49_Session2_2025March21/SUBC49_Session2-2025March21_MATLAB/2-Grating/Results/runs_random_record_SUBC49_SCAN2.mat	runs_random_record	6	dtype=uint8; min=1; max=6; examples=[1, 4, 2, 5, 3]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/October-11-2024_ 5-33-41_PM__scan_info_for_subject_SUBC050_Session01_2024OCT11__selected_run_is_1__fmri_number_is1.mat	scan.ifi	scalar	dtype=float64; min=0.016565634; max=0.016565634; examples=[0.01656563399999868]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/October-11-2024_ 5-33-41_PM__scan_info_for_subject_SUBC050_Session01_2024OCT11__selected_run_is_1__fmri_number_is1.mat	scan.runs.triggerTimes	226	dtype=float64; min=172626.693; max=172837.527; examples=[172626.6933369, 172627.6298508, 172628.5678844, 172629.5048156, 172630.4418669]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/October-11-2024_ 5-33-41_PM__scan_info_for_subject_SUBC050_Session01_2024OCT11__selected_run_is_1__fmri_number_is1.mat	scan.runs.vbl	12718x3	dtype=float64; min=0; max=172837.533; examples=[172626.7002944, 0.0, 1.0, 172626.7074237, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/October-11-2024_ 5-37-50_PM__scan_info_for_subject_SUBC050_Session01_2024OCT11__selected_run_is_4__fmri_number_is2.mat	scan.ifi	scalar	dtype=float64; min=0.01658803; max=0.01658803; examples=[0.01658802999998443]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/October-11-2024_ 5-37-50_PM__scan_info_for_subject_SUBC050_Session01_2024OCT11__selected_run_is_4__fmri_number_is2.mat	scan.runs.triggerTimes	226	dtype=float64; min=172875.189; max=173086.023; examples=[172875.189231, 172876.1259817, 172877.0629338, 172877.9998995, 172878.9368783]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/October-11-2024_ 5-37-50_PM__scan_info_for_subject_SUBC050_Session01_2024OCT11__selected_run_is_4__fmri_number_is2.mat	scan.runs.vbl	12717x3	dtype=float64; min=0; max=173086.031; examples=[172875.1967425, 0.0, 1.0, 172875.2202785, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/October-11-2024_ 5-43-08_PM__scan_info_for_subject_SUBC050_Session01_2024OCT11__selected_run_is_2__fmri_number_is3.mat	scan.ifi	scalar	dtype=float64; min=0.016562648; max=0.016562648; examples=[0.016562647999962793]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/October-11-2024_ 5-43-08_PM__scan_info_for_subject_SUBC050_Session01_2024OCT11__selected_run_is_2__fmri_number_is3.mat	scan.runs.triggerTimes	226	dtype=float64; min=173193.154; max=173403.988; examples=[173193.1542415, 173194.0909312, 173195.0278462, 173195.9650535, 173196.9019175]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/October-11-2024_ 5-43-08_PM__scan_info_for_subject_SUBC050_Session01_2024OCT11__selected_run_is_2__fmri_number_is3.mat	scan.runs.vbl	12718x3	dtype=float64; min=0; max=173403.999; examples=[173193.1627195, 0.0, 1.0, 173193.1734488, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/October-11-2024_ 5-47-18_PM__scan_info_for_subject_SUBC050_Session01_2024OCT11__selected_run_is_5__fmri_number_is4.mat	scan.ifi	scalar	dtype=float64; min=0.016567302; max=0.016567302; examples=[0.01656730199989397]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/October-11-2024_ 5-47-18_PM__scan_info_for_subject_SUBC050_Session01_2024OCT11__selected_run_is_5__fmri_number_is4.mat	scan.runs.triggerTimes	226	dtype=float64; min=173443.386; max=173654.219; examples=[173443.3861309, 173444.3230276, 173445.2599904, 173446.1970249, 173447.1340302]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/October-11-2024_ 5-47-18_PM__scan_info_for_subject_SUBC050_Session01_2024OCT11__selected_run_is_5__fmri_number_is4.mat	scan.runs.vbl	12717x3	dtype=float64; min=0; max=173654.222; examples=[173443.3935297, 0.0, 1.0, 173443.4104294, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/fMRI_1.mat	<no matching variables>			candidate timing file without requested variable names
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/fMRI_2.mat	<no matching variables>			candidate timing file without requested variable names
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/fMRI_3.mat	<no matching variables>			candidate timing file without requested variable names
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/fMRI_4.mat	<no matching variables>			candidate timing file without requested variable names
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/runs_random.mat	currentConditionStartTime	scalar	dtype=float64; min=201.477561; max=201.477561; examples=[201.47756130199355]	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/runs_random.mat	fMRI_number	scalar	dtype=int64; min=4; max=4; examples=[4]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/runs_random.mat	fps	scalar	dtype=int64; min=60; max=60; examples=[60]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/runs_random.mat	ifi	scalar	dtype=float64; min=0.016567302; max=0.016567302; examples=[0.01656730199989397]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/runs_random.mat	keyTime	scalar	dtype=float64; min=173654.222; max=173654.222; examples=[173654.2223899]	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/runs_random.mat	run	scalar	dtype=int64; min=1; max=1; examples=[1]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/runs_random.mat	runParadigmFinal	26x2	dtype=uint8; min=0; max=226; examples=[0, 0, 10, 1, 18]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/runs_random.mat	run_number	scalar	dtype=int64; min=5; max=5; examples=[5]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/runs_random.mat	runs	scalar	dtype=int64; min=1; max=1; examples=[1]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/runs_random.mat	runs_random	2	dtype=uint8; min=3; max=6; examples=[3, 6]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/runs_random.mat	scan.ifi	scalar	dtype=float64; min=0.016567302; max=0.016567302; examples=[0.01656730199989397]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/runs_random.mat	scan.runs.triggerTimes	226	dtype=float64; min=173443.386; max=173654.219; examples=[173443.3861309, 173444.3230276, 173445.2599904, 173446.1970249, 173447.1340302]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/runs_random.mat	scan.runs.vbl	12717x3	dtype=float64; min=0; max=173654.222; examples=[173443.3935297, 0.0, 1.0, 173443.4104294, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/runs_random.mat	screenProperties.ifi	scalar	dtype=float64; min=0.016567302; max=0.016567302; examples=[0.01656730199989397]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/runs_random.mat	start_ask	scalar	dtype=<U1; example=1	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/runs_random.mat	start_ask_yes_no	scalar	dtype=<U1; example=1	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/runs_random.mat	stimRunIndices	12x3	dtype=uint8; min=1; max=12; examples=[1, 12, 12, 2, 11]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/runs_random.mat	timeProperties.t	scalar	dtype=float64; min=210.828491; max=210.828491; examples=[210.82849099999294]	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/runs_random.mat	timeProperties.framecount	scalar	dtype=int64; min=12726; max=12726; examples=[12726]	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/runs_random.mat	trigger	scalar	dtype=int64; min=1; max=1; examples=[1]	keyword-matched metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/runs_random.mat	vbl	12717x3	dtype=float64; min=0; max=173654.222; examples=[173443.3935297, 0.0, 1.0, 173443.4104294, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session01_2024OCT11/SUBC050_Session01_2024OCT11_MATLAB/2-Grating/Results/runs_random_record_SUBC050_Session01_2024OCT11.mat	runs_random_record	6	dtype=uint8; min=1; max=6; examples=[1, 4, 2, 5, 3]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/May-08-2025_11-40-09_AM__scan_info_for_subject_SUBC50_Session02__selected_run_is_1__fmri_number_is1.mat	scan.ifi	scalar	dtype=float64; min=0.016569338; max=0.016569338; examples=[0.016569338000845164]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/May-08-2025_11-40-09_AM__scan_info_for_subject_SUBC50_Session02__selected_run_is_1__fmri_number_is1.mat	scan.runs.triggerTimes	226	dtype=float64; min=272314.415; max=272525.248; examples=[272314.4149854, 272315.3515214, 272316.2886041, 272317.2254765, 272318.1626662]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/May-08-2025_11-40-09_AM__scan_info_for_subject_SUBC50_Session02__selected_run_is_1__fmri_number_is1.mat	scan.runs.vbl	12717x3	dtype=float64; min=0; max=272525.253; examples=[272314.4225898, 0.0, 1.0, 272314.4402657, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/May-08-2025_11-44-22_AM__scan_info_for_subject_SUBC50_Session02__selected_run_is_4__fmri_number_is2.mat	scan.ifi	scalar	dtype=float64; min=0.016586994; max=0.016586994; examples=[0.016586994000244885]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/May-08-2025_11-44-22_AM__scan_info_for_subject_SUBC50_Session02__selected_run_is_4__fmri_number_is2.mat	scan.runs.triggerTimes	226	dtype=float64; min=272567.363; max=272778.197; examples=[272567.3629598, 272568.299577, 272569.2365006, 272570.1745924, 272571.111591]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/May-08-2025_11-44-22_AM__scan_info_for_subject_SUBC50_Session02__selected_run_is_4__fmri_number_is2.mat	scan.runs.vbl	12718x3	dtype=float64; min=0; max=272778.211; examples=[272567.3705716, 0.0, 1.0, 272567.3820287, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/May-08-2025_11-49-23_AM__scan_info_for_subject_SUBC50_Session02__selected_run_is_2__fmri_number_is3.mat	scan.ifi	scalar	dtype=float64; min=0.01659164; max=0.01659164; examples=[0.016591639999533073]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/May-08-2025_11-49-23_AM__scan_info_for_subject_SUBC50_Session02__selected_run_is_2__fmri_number_is3.mat	scan.runs.triggerTimes	226	dtype=float64; min=272868.765; max=273079.599; examples=[272868.7650455, 272869.7016734, 272870.6386183, 272871.5766341, 272872.5137185]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/May-08-2025_11-49-23_AM__scan_info_for_subject_SUBC50_Session02__selected_run_is_2__fmri_number_is3.mat	scan.runs.vbl	12717x3	dtype=float64; min=0; max=273079.599; examples=[272868.7738052, 0.0, 1.0, 272868.7993401, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/May-08-2025_11-53-28_AM__scan_info_for_subject_SUBC50_Session02__selected_run_is_5__fmri_number_is4.mat	scan.ifi	scalar	dtype=float64; min=0.016581216; max=0.016581216; examples=[0.01658121599932201]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/May-08-2025_11-53-28_AM__scan_info_for_subject_SUBC50_Session02__selected_run_is_5__fmri_number_is4.mat	scan.runs.triggerTimes	226	dtype=float64; min=273112.968; max=273323.802; examples=[273112.968013, 273113.9045556, 273114.8417972, 273115.7785761, 273116.7156186]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/May-08-2025_11-53-28_AM__scan_info_for_subject_SUBC50_Session02__selected_run_is_5__fmri_number_is4.mat	scan.runs.vbl	12717x3	dtype=float64; min=0; max=273323.804; examples=[273112.9754173, 0.0, 1.0, 273112.9917867, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/fMRI_1.mat	<no matching variables>			candidate timing file without requested variable names
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/fMRI_2.mat	<no matching variables>			candidate timing file without requested variable names
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/fMRI_3.mat	<no matching variables>			candidate timing file without requested variable names
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/fMRI_4.mat	<no matching variables>			candidate timing file without requested variable names
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/runs_random.mat	currentConditionStartTime	scalar	dtype=float64; min=201.477069; max=201.477069; examples=[201.47706891600856]	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/runs_random.mat	fMRI_number	scalar	dtype=int64; min=4; max=4; examples=[4]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/runs_random.mat	fps	scalar	dtype=int64; min=60; max=60; examples=[60]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/runs_random.mat	ifi	scalar	dtype=float64; min=0.016581216; max=0.016581216; examples=[0.01658121599932201]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/runs_random.mat	keyTime	scalar	dtype=float64; min=273323.804; max=273323.804; examples=[273323.8040595]	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/runs_random.mat	run	scalar	dtype=int64; min=1; max=1; examples=[1]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/runs_random.mat	runParadigmFinal	26x2	dtype=uint8; min=0; max=226; examples=[0, 0, 10, 1, 18]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/runs_random.mat	run_number	scalar	dtype=int64; min=5; max=5; examples=[5]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/runs_random.mat	runs	scalar	dtype=int64; min=1; max=1; examples=[1]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/runs_random.mat	runs_random	2	dtype=uint8; min=3; max=6; examples=[3, 6]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/runs_random.mat	scan.ifi	scalar	dtype=float64; min=0.016581216; max=0.016581216; examples=[0.01658121599932201]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/runs_random.mat	scan.runs.triggerTimes	226	dtype=float64; min=273112.968; max=273323.802; examples=[273112.968013, 273113.9045556, 273114.8417972, 273115.7785761, 273116.7156186]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/runs_random.mat	scan.runs.vbl	12717x3	dtype=float64; min=0; max=273323.804; examples=[273112.9754173, 0.0, 1.0, 273112.9917867, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/runs_random.mat	screenProperties.ifi	scalar	dtype=float64; min=0.016581216; max=0.016581216; examples=[0.01658121599932201]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/runs_random.mat	start_ask	scalar	dtype=<U1; example=1	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/runs_random.mat	start_ask_yes_no	scalar	dtype=<U1; example=1	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/runs_random.mat	stimRunIndices	12x3	dtype=uint8; min=1; max=12; examples=[1, 12, 12, 2, 11]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/runs_random.mat	timeProperties.t	scalar	dtype=float64; min=210.828101; max=210.828101; examples=[210.8281006999896]	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/runs_random.mat	timeProperties.framecount	scalar	dtype=int64; min=12715; max=12715; examples=[12715]	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/runs_random.mat	trigger	scalar	dtype=int64; min=1; max=1; examples=[1]	keyword-matched metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/runs_random.mat	vbl	12717x3	dtype=float64; min=0; max=273323.804; examples=[273112.9754173, 0.0, 1.0, 273112.9917867, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC50_Session02_2025MAY08/SUBC50_Session02_2025MAY08_matlab/2-Grating/Results/runs_random_record_SUBC50_Session02.mat	runs_random_record	6	dtype=uint8; min=1; max=6; examples=[1, 4, 2, 5, 3]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/October-15-2024_ 1-36-46_PM__scan_info_for_subject_SUBC051_Session01__selected_run_is_1__fmri_number_is1.mat	scan.ifi	scalar	dtype=float64; min=0.01657039; max=0.01657039; examples=[0.016570390000015322]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC51_Session01_2024OCT15/SUBC051_Session01_2024OCT15_matlab/2-Grating/Results/October-15-2024_ 1-36-46_PM__scan_info_for_subject_SUBC051_Session01__selected_run_is_1__fmri_number_is1.mat	scan.runs.triggerTimes	226	dtype=float64; min=4797.87658; max=5008.70916; examples=[4797.8765806, 4798.8129027, 4799.7499708, 4800.6868387, 4801.624037]	scanner/task trigger timing candidate
